SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
3170-DR-810,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Kinzie Arm Chair,Brown,,,,,,,,,,,,,,,, Traditional,,,,,,,,25,25,42,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/6b/ae/0a/64/640aae6b02b299934e275f87/3170-DR-810_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/61/ae/0a/64/640aae61eca9fca663d8acc2/3170-DR-810.jpg?s=1000x',,,,,,,,,,,,,,"Elegant design with a traditional Queen Anne-style silhouette and intricate wood carvings., Crafted from solid wood with a warm, natural finish that enhances its classic appeal., Padded seat upholstered in a soft, neutral fabric for added comfort during meals., Sturdy armrests and legs provide both support and durability for long-lasting use.",Mix it up with our traditional-style chair introduction to the Kinzie Collection. Solid hardwood cabriole legs and shapely harp back are accented with a linen upholstered seat.,Color/Finish: Brown; Color Details: Brown; Material: Wood/Linen; Style:  Traditional; Collection:  Kinzie; Weight Capacity:  300 lbs; Shipping Weight: 32.00 lbs; Shipping Method: Small Parcel,,,,Wood/Linen,,Normal,https://www.bassettmirror.com/detail.cfm?id=1549/3170-DR-810/Kinzie Arm Chair
2533-DR-800,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Horizons Dining Chair,White,,,,,,,,,,,,,,,," Modern, Coastal",,,,,,,,19,19,33,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/2f/2a/eb/65/65eb2a2ff7b219a225d0ff6b/2533-DR-800.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e7/74/f0/65/65f074e7b8c78279c90f17eb/2533-DR-800_A.JPG?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/07/2b/42/66/66422b07a32fa6bf25491043/2533-DR-800_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/fe/2a/42/66/66422afe38c16d36778654a3/2533-DR-800_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1b/2b/42/66/66422b1b353606590e51e20b/2533-DR-800_S2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c6/81/50/66/665081c6036f149fc023d19b/2533-DR-800_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0f/2b/42/66/66422b0f353606590e51e204/2533-DR-800_S.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/4f/e1/02/66/6602e14f778009c09057394e/2533-DR-800_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/65/e1/02/66/6602e1657ce09dc067f2db0d/2533-DR-800_R2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/37/2e/4e/66/664e2e375f0c48da78203e80/2533-DR-800_C.jpg?s=1000x',,,,,,"Modern coastal design with cerused white oak finish, 100% Poleyester boucle fabric for style and durability, Crafted from wood and white oak veneers for durability, Open back design and soft shaping for a stylish flair, Some easy assembly required, Look for coordinating items to complete the look","The Horizons Dining Chair is a seamless blend of modern design and coastal aesthetics with its cerused white oak finish and taupe fabric. Crafted with an open back design, it offers a blend of sophistication and comfort. The easy-to-clean 100% polyester boucle fabric in taupe ensures practicality without compromising on style. With its soft shaping and cerused oak finish featuring a white glaze in the grain, this chair seamlessly integrates into any space.","Color/Finish: White; Color Details: Cerused White Oak; Material: Wood, 100% Polyester Fabric; Style:  Modern, Coastal; Collection:  Horizons; Weight Capacity:  300 lbs; Shipping Weight: 21.00 lbs; Shipping Method: Small Parcel",,,,"Wood, 100% Polyester Fabric",,Normal,https://www.bassettmirror.com/detail.cfm?id=411/2533-DR-800/Horizons Dining Chair
DPCH4-834,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Colby Parsons Chair,White,,,,,,,,,,,,,,,, Traditional,,,,,,,,20,24,40,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/38/af/0a/64/640aaf38023a5939a8ca0e5f/DPCH4-834EC_A.jpeg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/7d/af/0a/64/640aaf7dc855f72059401f75/DPCH4-834EC.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/6a/af/0a/64/640aaf6a5e56a2c718d1d5a4/DPCH4-834EC_B.jpeg?s=1000x',,,,,,,,,,,,,,The Colby Parsons Chair features hardwood legs  Santino Cream Fabirc  and high density foam cushioning.,"Color/Finish: White; Color Details: Natural Linen/R; Material: Rubberwood Linen Fabric; Style:  Traditional; Collection:  Colby; Additional Dimensions: Height of seat off floor - 19.5625""; Weight Capacity:  300 lbs; Fabric Content: 100% POLYESTER
Cleaning code: W; Shipping Weight: 18.00 lbs; Shipping Method: Small Parcel",,,,Rubberwood Linen Fabric,,Normal,https://www.bassettmirror.com/detail.cfm?id=1194/DPCH4-834/Colby Parsons Chair
2525-DR-800,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Vivien Dining Chair,,,,,,,,,,,,,,,,,,,,,,,,,22,24,38,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e8/28/ce/66/66ce28e833dea8332d4753f5/2525-DR-800.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/fd/28/ce/66/66ce28fd5d1c6128cf5cff67/2525-DR-800_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/02/29/ce/66/66ce29028c739ae6ed3a6a1e/2525-DR-800_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/16/29/ce/66/66ce291628bb72cfc61e7e5a/2525-DR-800_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1b/29/ce/66/66ce291b8c739ae6ed3a6a25/2525-DR-800_S2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0f/29/ce/66/66ce290f33dea8332d47542a/2525-DR-800_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/08/29/ce/66/66ce29081e7b5d7c74c38f52/2525-DR-800_C.jpg?s=1000x',,,,,,,,,,"The Vivian Dining Chair brings a touch of modern elegance to any dining space with its refined design and luxurious finishes. Crafted from highly figured primavera veneer and completed with striking grey-tone fabric upholstery, it exudes both comfort and style. Perfectly balancing form and function, the Vivian Dining Chair is designed to provide a sophisticated seating experience. This chair complements any dining room with its understated elegance and inviting aesthetic.","Color Details: Silver Primavera; Material: Wood, Fabric; Collection:  Vivien; Shipping Weight: 66.00 lbs; Shipping Method: Small Parcel",,,,"Wood, Fabric",,Normal,https://www.bassettmirror.com/detail.cfm?id=108/2525-DR-800/Vivien Dining Chair
6012-DR-810,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Lena Dining Chair,,,,,,,,,,,,,,,,,,,,,,,,,24,23,39,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b8/68/e4/66/66e468b8b9022f7ca8bd899d/6012-DR-810_74hiew.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/56/67/e4/66/66e4675677fe8914ea36d457/6012-DR-810_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/46/3f/ce/66/66ce3f465d1c6128cf5d0227/6012-DR-800_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ad/68/e4/66/66e468ad7fc9c6a9db7c8684/6012-DR-810_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/df/6d/cf/66/66cf6ddf45265591e35485cd/6012-DR-800_C.jpg?s=1000x',,,,,,,,,,,,"The Lena Dining Chair offers a refined casual modern style, featuring shelter-style design that brings both comfort and sophistication to any dining space. Upholstered in an off-white boucle fabric, the chair exudes subtle elegance while maintaining a relaxed aesthetic. Perfectly suited for various interiors, this chair effortlessly combines style and comfort.","Color Details: Washed White Oak, Faux Plaster, Boucle; Material: Wood, Fabric; Collection:  Lena; Shipping Weight: 57.00 lbs; Shipping Method: Small Parcel - Oversized",,,,"Wood, Fabric",,Normal,https://www.bassettmirror.com/detail.cfm?id=90/6012-DR-810/Lena Dining Chair
6016-DR-800,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Damone Dining Chair,,,,,,,,,,,,,,,,,,,,,,,,,20,24,36,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/29/2b/ce/66/66ce2b295d1c6128cf5cffa8/6016-DR-800.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/31/2b/ce/66/66ce2b311e70b054d87e9a36/6016-DR-800_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/3c/2b/ce/66/66ce2b3c1e70b054d87e9a37/6016-DR-800_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/52/2b/ce/66/66ce2b5228bb72cfc61e7eaa/6016-DR-800_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/5d/2b/ce/66/66ce2b5d28bb72cfc61e7eaf/6016-DR-800_S2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/4c/2b/ce/66/66ce2b4c28bb72cfc61e7ea9/6016-DR-800_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/41/2b/ce/66/66ce2b4128bb72cfc61e7ea8/6016-DR-800_C.jpg?s=1000x',,,,,,,,,,"The Damone Dining Chair features a sleek and modern design with clean lines and a gently curved frame. Upholstered in a neutral grey linen-like fabric, it offers both comfort and style for any dining space. Its versatile aesthetic complements a variety of table designs, making it a perfect addition to your dining area. The chair's refined silhouette adds a touch of sophistication, ideal for both casual meals and formal occasions.","Color Details: Cerused White Oak; Material: Wood, Mirror; Collection:  Damone; Shipping Weight: 61.00 lbs; Shipping Method: Small Parcel - Oversized",,,,"Wood, Mirror",,Normal,https://www.bassettmirror.com/detail.cfm?id=69/6016-DR-800/Damone Dining Chair
6017-DR-800,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Winslet Dining Chair,,,,,,,,,,,,,,,,,,,,,,,,,23,25,33,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/a1/25/ce/66/66ce25a11e70b054d87e998f/6017-DR-800.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b1/25/ce/66/66ce25b15d1c6128cf5cfeec/6017-DR-800_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b8/25/ce/66/66ce25b85d1c6128cf5cfeed/6017-DR-800_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/cf/25/ce/66/66ce25cf5d1c6128cf5cfef7/6017-DR-800_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d4/25/ce/66/66ce25d45d1c6128cf5cfef8/6017-DR-800_S2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c4/25/ce/66/66ce25c45d1c6128cf5cfef6/6017-DR-800_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/9e/9d/40/67/67409d9ede90471dce1048e7/6017-DR-800_C_x6iq4t.jpg?s=1000x',,,,,,,,,,"The Winslet Dining Chair exudes a captivating blend of Art Deco inspiration and contemporary elegance. Upholstered in a sumptuous cream-colored linen-like fabric, it features a sleek shelter-back design that offers both comfort and style. The chair's graceful silhouette is accentuated by its finely crafted legs, which provide a sturdy yet refined foundation. Ideal for enhancing your dining experience, this chair invites guests to gather around the table and savor every moment. With its sophisticated lines and luxurious materials, the Winslet Dining Chair is a stunning addition to any dining room decor.","Color Details: Figured Maple, High Gloss White; Material: Wood; Collection:  Winslet; Shipping Weight: 66.00 lbs; Shipping Method: LTL",,,,Wood,,Normal,https://www.bassettmirror.com/detail.cfm?id=99/6017-DR-800/Winslet Dining Chair
6021-DR-800,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Nova Dining Chair,,,,,,,,,,,,,,,,,,,,,,,,,20,25,34,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/34/69/e4/66/66e46934525ee17ba011be78/6021-DR-800_kh6juk.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/3f/69/e4/66/66e4693f525ee17ba011be79/6021-DR-800_A_733ceb.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d8/36/cf/66/66cf36d81e7b5d7c74c3b778/6021-DR-800_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/29/69/e4/66/66e46929b9022f7ca8bd89c8/6021-DR-800_S1_72fbo8.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/7a/f9/fe/66/66fef97a32b2ac1d4b9c5b04/6021-DR-800_C.jpg?s=1000x',,,,,,,,,,,,"The Nova Dining Chair exudes contemporary elegance with its striking design and luxurious comfort. Upholstered in a neutral grey linen-like fabric, it features a stylish roll-back seat that provides both support and sophistication. The chair is adorned with channeled accents, enhancing its modern aesthetic while inviting guests to sit back and enjoy every meal. With its clean lines and refined silhouette, the Nova Dining Chair effortlessly complements any dining setting. Ideal for gatherings or intimate dinners, this chair combines functionality with a captivating allure, making it a perfect addition to your dining experience.","Color Details: Cerused Charcoal Oak; Material: Wood, Fabric; Collection:  Nova; Shipping Weight: 70.00 lbs; Shipping Method: Small Parcel",,,,"Wood, Fabric",,Normal,https://www.bassettmirror.com/detail.cfm?id=84/6021-DR-800/Nova Dining Chair
6022-DR-800,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Knox Dining Chair,,,,,,,,,,,,,,,,,,,,,,,,,19,22,37,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/48/e8/7f/67/677fe848315b86a0219ff793/6022-DR-800_f0s6yc.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/4e/e8/7f/67/677fe84e315b86a0219ff799/6022-DR-800_A_ibhl1u.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e6/e7/7f/67/677fe7e62926483b7443f5fc/6022-DR-800_B_md5vcz.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/2b/e8/7f/67/677fe82b6731fdac82d51677/6022-DR-800_S1_ac0zq1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1e/e8/7f/67/677fe81e9523fffdf423b57b/6022-DR-800_D_wrymxi.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/11/e8/7f/67/677fe8112926483b7443f61e/6022-DR-800_C_81gavi.jpg?s=1000x',,,,,,,,,,,"The Knox Dining Chair beautifully combines comfort and style, making it a perfect companion for the Knox Dining Table. Upholstered in a soft light grey linen-like fabric, it invites you to sit back and enjoy long conversations and shared meals. The sturdy solid pine construction ensures durability, while the warm brown finish of the frame complements the natural characteristics of the wood. With its clean lines and inviting design, this chair adds a modern touch to your dining space, creating a cohesive and welcoming atmosphere. Experience the perfect blend of casual elegance and timeless charm with the Knox Dining Chair.",Color Details: Natural Pine; Material: Wood; Collection:  Knox; Shipping Weight: 77.00 lbs; Shipping Method: Small Parcel,,,,Wood,,Normal,https://www.bassettmirror.com/detail.cfm?id=78/6022-DR-800/Knox Dining Chair
7037-DR-800,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Nylah Dining Chair,Gray,,,,,,,,,,,,,,,," Glam/Luxe, Contemporary",,,,,,,,22,23,38,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/53/34/d6/65/65d634534e2c144a6b2f1c28/7037-DR-800_chbjmc.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/5e/34/d6/65/65d6345ea846cf60fc92a046/7037-DR-800_B_jni5s1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/81/34/d6/65/65d63481d4228010bb446569/7037-DR-800_S1_3k4axv.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/36/dd/53/65/6553dd365729a26af20cc06b/7037-DR-800_R_zwd7md.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/23/bc/18/64/6418bc23e793f3a846db695d/7037-DR-800_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/85/aa/23/64/6423aa854aed719bb610bf11/7037-DR-800_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e4/d1/2d/64/642dd1e4c9f65fd798aa1ccb/7037-DR-800_R2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/4e/70/d1/63/63d1704e9050d56a4d948ba1/7037-DR-800_C.jpg?s=1000x',,,,,,,,"The Nylah Dining Chair has a modern glam style, The dining chair frame is constructed with oak veneers in a platinum gray finish, The upholstered seat and back feature a plush off-white fabric, Easy assembly required, Look for the Nylah Dining Table to complete the set",The Nylah Dining Chair has a modern glam styling with gray oak veneers in a platinum finish. Features a high upholstered back that alternates plush fabric channeling and wood slats. The upholstered seat and back are in an off-white fabric.,"Color/Finish: Gray; Color Details: Platinum/Cream; Material: Wood/Upholstery; Style:  Glam/Luxe, Contemporary; Collection:  Nylah; Weight Capacity:  300 lbs; Shipping Weight: 24.00 lbs; Shipping Method: Small Parcel",,,,Wood/Upholstery,,Normal,https://www.bassettmirror.com/detail.cfm?id=1545/7037-DR-800/Nylah Dining Chair
7980-DR-800,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Chairs,,,,Delaney Chair,Gray,,,,,,,,,,,,,,,," Coastal, Contemporary",,,,,,,,23,25,38,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/95/70/09/64/64097095023a5939a8c9f68e/7980-DR-800EC_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c9/70/09/64/640970c902b299934e2742b8/7980-DR-800EC_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/10/f4/0c/64/640cf41071b5a8f44175cb0f/7980-DR-800EC_C.jpg?s=1000x',,,,,,,,,,,,,"Durable neutral fabric, Flared legs with a washed gray finish, Drive-in floor glides for easy movement, High-density foam seat cushion, Coastal and traditional style design","The Delaney Parsons Chair blends coastal and traditional style with its clean lines and neutral fabric, making it a versatile addition to any space. The chair is designed with flared legs in a washed gray finish, providing both stability and a subtle touch of elegance. Drive-in floor glides on the leg bottoms ensure easy movement, while the high-density foam seat cushion offers comfort for everyday use.","Color/Finish: Gray; Color Details: Columbia/desert; Material: Wood/Upholstery; Style:  Coastal, Contemporary; Collection:  Delaney; Weight Capacity:  300 lbs; Fabric Content: 100% Polyester; Shipping Weight: 26.00 lbs; Shipping Method: Small Parcel - Oversized",,,,Wood/Upholstery,,Normal,https://www.bassettmirror.com/detail.cfm?id=1182/7980-DR-800/Delaney Chair
